strategyFile,cross_section_method,window,z_open,z_close,max_hold,signal_mode,zscore_method,vol_window,sharpeRatio,maxDrawdown,maxDrawdownDays,holdingPeriod,pot
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_mean_reversion_VW_20_rank.csv,rank,15,1.2,0.6,15,mean_reversion,price_ratio_over_vol,20,-0.7564108152685199,-210.82380748298516,3844,4.747158200453206,-4.823950002836496
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_mean_reversion_VW_20_zscore.csv,zscore,15,1.2,0.6,15,mean_reversion,price_ratio_over_vol,20,-0.8255198663531637,-225.78367255135197,3883,4.394095721886913,-4.987034202492411
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_mean_reversion_VW_30_rank.csv,rank,15,1.2,0.6,15,mean_reversion,price_ratio_over_vol,30,-0.8021967659437668,-210.7975357146407,3844,4.780411050782847,-5.157573729927952
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_15_mean_reversion_VW_30_zscore.csv,zscore,15,1.2,0.6,15,mean_reversion,price_ratio_over_vol,30,-0.8623983964046358,-224.4101521964287,3883,4.411333861419909,-5.233199883910041
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_20_trend_VW_10_rank.csv,rank,15,1.2,0.6,20,trend,price_ratio_over_vol,10,0.678700811364415,-37.35001004577893,1326,4.698316744635624,4.2025160695049735
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_20_trend_VW_10_zscore.csv,zscore,15,1.2,0.6,20,trend,price_ratio_over_vol,10,0.7262477655327121,-38.38595514776762,1335,4.381879842488073,4.276736376405893
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_20_trend_VW_20_rank.csv,rank,15,1.2,0.6,20,trend,price_ratio_over_vol,20,0.6908530531929842,-33.188976553961794,1172,4.822258807411352,4.406874613129143
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_20_trend_VW_20_zscore.csv,zscore,15,1.2,0.6,20,trend,price_ratio_over_vol,20,0.7348078095652681,-34.107710115442956,1024,4.461895735283792,4.42469515678524
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_20_trend_VW_30_rank.csv,rank,15,1.2,0.6,20,trend,price_ratio_over_vol,30,0.7345369709026133,-32.3405919516928,1013,4.857003343544927,4.722769059790658
MovingAverageV3_7_M_15_ZO_1.2_ZC_0.6_H_20_trend_VW_30_zscore.csv,zscore,15,1.2,0.6,20,trend,price_ratio_over_vol,30,0.7724761914770217,-34.48139107817309,1030,4.4791777829137045,4.669403737232413
